ts	imei	mwra	c.android.youtube	c.android.chrome	c.android.gm	c.dogalize	c.katana	c.UCMobile.x86	c.updateassist	c.android.vending	c.UCMobile.intl	c.raider
2018-05-07 06:30:00	3590433799317661651	1.00000	9.21786	7.84637	10.08899	14.26553	11.38359	64.25335	57.04325	3.16383	52.68217	33.06443
2018-05-07 06:31:00	3590433799317661313	1.00000	9.39406	10.55152	10.40474	13.76269	9.49800	67.30343	29.21416	95.68885	59.97960	42.38574
2018-05-07 06:32:00	8630330696303481487	1.00000	11.43006	11.34883	10.20746	15.29339	8.67249	70.73748	48.52865	14.70452	18.57514	30.29244
2018-05-07 06:33:00	863033069630348669	1.00000	13.50940	13.73178	10.91237	13.29757	11.39340	58.28854	77.49964	71.27101	45.42022	28.46315
2018-05-07 06:34:00	863033069630348701	0.00000	14.58589	16.52771	12.87722	11.19006	10.88976	47.77942	63.73229	28.52701	9.78845	88.08687
2018-05-07 06:35:00	8630330696303482477	1.00000	13.49411	16.58059	13.73689	8.34559	13.66269	88.18335	63.69349	49.83046	54.29004	33.88057
2018-05-07 06:36:00	8630330696303482311	0.00000	10.90971	12.06659	11.00268	13.97132	13.83001	54.82820	60.60420	87.94693	63.74086	10.46633
2018-05-07 06:37:00	863033069630348149	0.00000	15.18407	13.81066	14.48645	14.50213	13.02127	32.29231	37.74300	34.96939	9.22710	78.47882
2018-05-07 06:38:00	3590433799317662303	1.00000	9.94136	11.02834	10.35854	15.29205	9.25676	47.71676	43.05668	2.84316	88.67526	43.54542
2018-05-07 06:39:00	359043379931766999	0.00000	14.64405	13.62717	14.48198	12.33299	15.78553	49.36722	43.46258	21.36508	36.97858	8.43266
2018-05-07 06:40:00	3590433799317662261	1.00000	14.54487	11.73410	11.48336	9.93234	14.64599	79.32102	43.86264	47.82215	76.91061	94.17562
2018-05-07 06:41:00	3590433799317661222	0.00000	12.30284	11.73384	14.27751	13.85392	14.89878	57.70951	55.64909	29.29719	56.67101	85.68602
2018-05-07 06:42:00	3590433799317661859	0.00000	18.86583	16.84613	16.23176	12.96952	12.56938	49.91771	45.91374	45.72599	1.04687	75.47062
2018-05-07 06:43:00	8630330696303481404	1.00000	9.39146	12.54333	10.27017	14.52163	9.94085	63.08239	69.25127	90.87672	44.01582	32.23304
2018-05-07 06:44:00	8630330696303481867	1.00000	18.18416	8.48314	13.73840	11.41058	14.03490	58.95788	65.20283	82.50386	69.80321	67.17422
2018-05-07 06:45:00	8630330696303481206	1.00000	12.55102	13.27109	15.13347	13.94650	15.67351	38.74861	66.41840	29.86912	41.81511	8.39432
2018-05-07 06:46:00	359043379931766288	1.00000	14.50948	11.63391	10.07186	10.76183	11.67415	36.21726	50.32000	94.36193	57.98006	29.26929
2018-05-07 06:47:00	3590433799317661966	1.00000	9.42522	8.55063	12.77728	14.96086	11.87012	50.46985	47.31994	99.16343	68.62297	98.56387
2018-05-07 06:48:00	8630330696303482030	1.00000	11.04490	12.48165	13.68827	12.31177	8.01713	67.91024	66.26523	96.08530	18.15968	13.28841
2018-05-07 06:49:00	359043379931766379	1.00000	7.64586	11.07518	9.35135	15.31876	6.80762	53.42879	46.62143	25.65844	93.00924	48.62007
2018-05-07 06:50:00	3590433799317662345	1.00000	16.74073	11.51253	10.79431	10.46124	17.09895	37.49126	64.69821	53.41340	47.91743	51.96864
2018-05-07 06:51:00	863033069630348883	1.00000	11.07801	12.26887	9.04650	9.16656	14.01431	51.64541	61.52713	50.03236	2.69523	84.27826
2018-05-07 06:52:00	3590433799317661974	0.00000	12.08008	14.12674	13.86328	14.71493	17.56564	76.96337	56.35541	88.83544	5.81906	76.42734
2018-05-07 06:53:00	3590433799317661164	1.00000	10.41768	12.81608	12.14010	15.02101	8.27241	60.01807	60.40286	95.85278	61.08690	29.16873
2018-05-07 06:54:00	8630330696303482196	0.00000	13.21007	13.25017	15.98441	8.10975	12.23224	52.28310	69.47679	91.67688	32.93623	59.84533
2018-05-07 06:55:00	3590433799317662089	0.00000	13.57596	13.28245	14.19812	13.94949	10.25572	64.62618	51.96571	4.94320	0.57512	60.08848
2018-05-07 06:56:00	863033069630348859	0.00000	13.14062	13.89536	14.01915	12.48297	11.50088	57.32636	54.98184	56.76563	86.21133	3.83519
2018-05-07 06:57:00	8630330696303481768	1.00000	16.10705	8.07652	6.25195	12.11139	14.13590	58.07360	53.73681	85.88099	60.71638	9.74191
2018-05-07 06:58:00	8630330696303481602	1.00000	13.10621	12.12665	15.64164	13.29991	8.30330	56.56288	35.23058	52.80594	75.42571	34.64946
2018-05-07 06:59:00	359043379931766106	1.00000	12.56968	11.01801	13.40209	12.04653	9.85644	41.27375	36.35179	36.71466	54.13873	18.45576
2018-05-07 07:00:00	3590433799317662477	0.00000	10.68558	13.19871	10.95744	13.32301	10.52807	60.34777	48.86248	61.23672	85.49394	19.22269
2018-05-07 07:01:00	3590433799317661206	1.00000	14.79960	11.59470	13.59219	9.50005	17.88752	39.38705	50.34568	82.34569	7.65048	2.29605
2018-05-07 07:02:00	3590433799317661107	0.00000	11.97684	12.46150	13.91198	9.61955	7.98775	47.93493	55.63323	70.98716	80.15742	74.44637
2018-05-07 07:03:00	8630330696303482451	1.00000	7.98627	9.10230	7.97690	19.20135	11.59411	51.06367	53.79869	31.19343	85.96502	84.45055
2018-05-07 07:04:00	359043379931766221	0.00000	15.32704	16.23989	11.21155	9.25038	10.97568	87.34505	46.73659	20.54328	26.12842	76.44411
2018-05-07 07:05:00	359043379931766148	0.00000	15.06529	14.98435	14.63627	15.46713	15.02862	52.16183	40.94276	70.75397	69.69427	12.07778
2018-05-07 07:06:00	359043379931766841	1.00000	16.29277	8.93041	10.95006	12.40032	13.61915	76.83491	59.42706	73.02661	26.21935	86.20144
2018-05-07 07:07:00	863033069630348792	0.00000	15.96269	14.55935	17.37435	15.22668	12.84669	39.04557	48.54948	27.02342	62.52481	70.67741
2018-05-07 07:08:00	863033069630348305	0.00000	13.78709	12.89701	14.04289	15.09112	14.91986	44.09505	49.07455	38.65209	42.02297	54.95138
2018-05-07 07:09:00	3590433799317661206	1.00000	15.09552	9.54698	13.54628	12.29760	9.26674	53.86716	30.38519	89.57035	76.68589	52.75878
2018-05-07 07:10:00	8630330696303481933	0.00000	16.72126	11.92227	16.22923	11.06067	12.13385	42.26760	42.61617	63.63931	10.69109	60.68503
2018-05-07 07:11:00	359043379931766809	1.00000	13.02004	7.89637	5.98943	10.25342	15.70076	63.90229	27.91600	54.31816	58.70806	43.41191
2018-05-07 07:12:00	3590433799317662444	0.00000	15.57668	15.36730	14.35586	14.02436	9.89424	60.33211	51.71052	47.23935	82.17193	41.74670
2018-05-07 07:13:00	8630330696303482055	0.00000	11.97909	12.15897	13.48125	11.32594	12.01925	20.31835	54.56184	11.80931	35.59793	76.23840
2018-05-07 07:14:00	863033069630348727	1.00000	20.82160	16.85214	17.60550	14.11675	8.82175	51.64266	45.56531	15.60702	83.10746	82.29812
2018-05-07 07:15:00	3590433799317661453	1.00000	16.16430	12.26966	15.46550	7.86637	11.67543	67.01805	54.61023	12.90961	60.32358	64.22556
2018-05-07 07:16:00	863033069630348834	0.00000	13.94075	15.02463	13.79136	14.45293	12.24203	40.33401	22.72602	94.48437	83.42541	86.17123
2018-05-07 07:17:00	359043379931766627	0.00000	14.72549	13.22084	13.74490	8.46558	10.52848	49.59818	68.25333	32.61240	5.32575	26.29389
2018-05-07 07:18:00	863033069630348867	1.00000	14.77222	12.30110	8.00908	10.34088	16.10273	83.75831	65.86375	79.20332	76.47807	42.35271
2018-05-07 07:19:00	8630330696303481768	1.00000	16.59004	7.39502	11.51239	10.24270	16.71156	32.12291	43.02814	80.75677	7.45397	75.62736
2018-05-07 07:20:00	8630330696303482246	0.00000	15.40480	17.26355	15.44766	13.93112	12.06584	41.38963	55.34325	40.06228	57.31833	24.61528
2018-05-07 07:21:00	8630330696303481339	1.00000	13.50345	12.26249	16.85188	10.20897	10.83348	45.81104	49.44226	46.13701	31.30622	16.45034
2018-05-07 07:22:00	3590433799317662246	1.00000	11.23507	8.64076	14.63905	13.82809	10.88144	46.02767	61.18976	75.19445	76.67735	49.70449
2018-05-07 07:23:00	3590433799317661065	0.00000	15.86184	16.60857	13.58653	12.97613	12.73814	42.14964	50.86498	50.42166	61.89882	54.48928
2018-05-07 07:24:00	8630330696303481719	1.00000	16.40133	10.53447	10.57121	12.88124	12.32104	70.03107	59.44375	27.04789	81.52378	26.77883
2018-05-07 07:25:00	359043379931766650	1.00000	16.22033	10.75506	10.46297	12.36076	16.17981	43.29684	37.95608	13.24277	34.51841	96.46238
2018-05-07 07:26:00	359043379931766148	1.00000	10.88403	10.46738	11.44766	9.82619	15.39188	40.16256	68.95325	91.99415	72.62095	88.46799
2018-05-07 07:27:00	863033069630348438	1.00000	13.28315	15.90591	12.37257	16.45592	10.77460	38.06204	44.46728	82.95226	93.96314	37.88845
2018-05-07 07:28:00	3590433799317661776	1.00000	15.35957	11.69905	9.51138	9.64748	13.36447	49.05344	55.76012	99.57293	73.52846	86.96673
2018-05-07 07:29:00	8630330696303481990	0.00000	14.04478	13.98795	14.69584	12.35034	13.15522	44.10514	40.78190	30.46705	10.05452	88.79340
2018-05-07 07:30:00	8630330696303481875	0.00000	12.45432	14.94551	15.18832	9.84715	9.02126	34.94342	70.35457	14.54627	96.86876	65.33639
2018-05-07 07:31:00	8630330696303481271	0.00000	16.19693	14.57712	14.83724	13.22506	12.97507	50.96000	51.34409	35.64697	60.68635	44.97872
2018-05-07 07:32:00	3590433799317662154	1.00000	11.39331	7.87473	10.39081	13.57950	12.15754	41.81115	44.35406	36.78899	83.49500	59.37851
2018-05-07 07:33:00	359043379931766205	0.00000	10.01890	11.95508	12.86663	14.15530	17.49091	38.44634	53.30026	6.16614	66.51439	49.48031
2018-05-07 07:34:00	8630330696303481461	0.00000	12.84040	15.69915	13.57400	14.28710	14.49833	58.22812	42.45700	14.19274	77.14476	79.29179
2018-05-07 07:35:00	8630330696303481370	1.00000	9.94223	12.06113	10.48187	14.76129	9.10499	49.66102	35.58334	45.14186	90.53529	67.91400
2018-05-07 07:36:00	8630330696303481727	1.00000	12.84068	12.29232	11.37625	9.18911	14.00921	72.04817	47.19002	4.06673	96.46955	14.79106
2018-05-07 07:37:00	8630330696303482394	1.00000	13.34863	10.13579	9.20010	11.92538	13.24149	66.10607	64.79634	42.48537	36.64497	16.38883
2018-05-07 07:38:00	359043379931766296	1.00000	13.77525	12.81527	12.08715	13.74585	13.78723	58.53268	43.97184	48.71217	45.56744	67.81112
2018-05-07 07:39:00	863033069630348305	0.00000	16.28092	15.18518	16.15007	10.47117	10.54250	62.36423	72.49602	28.99453	21.61846	85.86988
2018-05-07 07:40:00	8630330696303481362	1.00000	8.21329	9.85438	10.46683	14.65169	9.62083	42.38072	57.52314	86.17376	36.13240	9.43528
2018-05-07 07:41:00	3590433799317662147	0.00000	14.76334	14.92621	11.79084	14.20479	11.59972	66.80966	43.17108	88.63766	35.04196	41.41312
2018-05-07 07:42:00	8630330696303482261	1.00000	12.80970	9.28274	11.06748	13.04493	14.24186	40.50049	61.74582	30.96817	10.14957	34.51290
2018-05-07 07:43:00	8630330696303481420	1.00000	11.84756	12.81148	10.43275	13.43820	11.87187	46.55708	53.60373	57.77554	21.26068	69.88635
2018-05-07 07:44:00	863033069630348321	1.00000	10.91169	13.37218	15.89384	5.31006	14.28274	60.65793	44.07772	31.78304	39.54844	36.35704
2018-05-07 07:45:00	3590433799317661396	1.00000	8.15707	10.51335	9.87968	16.11247	8.82337	44.41591	55.11900	85.92921	46.91774	0.04443
2018-05-07 07:46:00	8630330696303481636	1.00000	9.96070	12.93745	13.72903	5.34553	16.73167	25.98995	68.17115	89.34887	87.62083	11.09999
2018-05-07 07:47:00	8630330696303481982	0.00000	14.69624	12.26855	14.51421	10.52329	15.87031	41.69204	39.92904	60.45338	24.60979	28.76069
2018-05-07 07:48:00	8630330696303481131	1.00000	14.79011	11.46461	9.60696	9.93039	15.47299	45.79966	80.62913	57.75228	41.41289	63.40939
2018-05-07 07:49:00	3590433799317661370	1.00000	13.80792	10.25280	11.95525	12.97122	12.49748	72.32695	55.21652	5.05092	8.99611	76.80350
2018-05-07 07:50:00	3590433799317661123	0.00000	14.74027	13.99733	16.79148	12.78505	12.79394	40.92862	50.60957	54.44848	0.55623	23.24323
2018-05-07 07:51:00	8630330696303481131	0.00000	16.59568	17.25778	16.70406	11.65588	15.05122	43.00489	41.08261	52.20251	52.55135	4.87941
2018-05-07 07:52:00	8630330696303481099	0.00000	17.04193	15.38859	13.26441	18.34049	9.28072	39.54183	49.38371	58.62926	49.48627	85.82981
2018-05-07 07:53:00	863033069630348305	1.00000	13.24838	11.78338	11.93937	12.00404	11.83649	36.02852	45.32231	72.98242	34.91801	82.77252
2018-05-07 07:54:00	3590433799317661222	1.00000	12.48390	12.65241	11.59844	13.49329	10.91458	64.75798	57.00102	36.12617	24.58002	5.09849
2018-05-07 07:55:00	8630330696303482337	0.00000	16.70158	16.01098	13.42629	9.61730	15.50334	69.46959	44.89471	32.79466	97.35055	5.34077
2018-05-07 07:56:00	863033069630348255	1.00000	11.97092	11.07012	12.03112	8.10975	14.52830	68.54209	60.35902	98.30196	39.49028	58.90638
2018-05-07 07:57:00	863033069630348057	1.00000	15.74694	13.51033	8.98609	11.13624	9.94990	49.18490	75.46924	3.75313	81.22905	76.28130
2018-05-07 07:58:00	863033069630348552	0.00000	12.99286	12.94776	13.45052	11.38057	9.82400	49.41230	77.89676	85.06359	19.00725	4.63765
2018-05-07 07:59:00	359043379931766866	1.00000	10.74510	10.45747	11.27079	13.01629	10.34813	51.18643	47.07415	79.61924	93.11419	88.62764
2018-05-07 08:00:00	3590433799317662121	0.00000	14.43357	13.47348	16.29140	12.83397	16.77291	62.87630	33.29235	3.91418	20.41103	54.51881
2018-05-07 08:01:00	8630330696303482071	1.00000	12.34230	9.40279	13.78175	12.87162	11.66073	57.07360	67.04323	68.43997	48.85985	98.60545
2018-05-07 08:02:00	8630330696303481826	0.00000	14.09683	16.43732	15.42708	15.10990	16.76546	35.75815	45.97013	81.97820	31.30231	81.64039
2018-05-07 08:03:00	3590433799317662188	1.00000	7.96811	11.44173	11.90160	18.03918	8.38633	66.16461	40.10333	12.92955	95.18917	53.81439
2018-05-07 08:04:00	359043379931766049	0.00000	14.37997	15.75554	17.17224	12.38204	14.76805	85.53842	60.59436	88.75337	76.84242	23.73115
2018-05-07 08:05:00	8630330696303482451	1.00000	10.87486	11.01767	11.53285	14.78275	10.80328	44.47041	67.22648	83.94178	74.22757	34.12050
2018-05-07 08:06:00	3590433799317662394	0.00000	13.42970	11.27127	14.56498	14.08424	15.77916	50.89310	57.76885	31.83606	18.50279	53.21158
2018-05-07 08:07:00	8630330696303481040	1.00000	10.49267	11.46934	13.01276	9.03936	10.25225	42.26181	45.34857	81.18650	56.13287	29.29138
2018-05-07 08:08:00	863033069630348479	1.00000	9.47943	10.84545	12.06968	16.68406	7.16943	84.92046	26.97799	75.36356	43.82634	60.95252
2018-05-07 08:09:00	359043379931766379	1.00000	16.72296	18.36140	11.99531	7.19741	8.63788	41.68539	34.23079	56.17489	1.13215	92.05368
2018-05-07 08:10:00	3590433799317662188	0.00000	14.61322	16.72745	13.31678	14.40567	12.86411	48.84846	53.27890	41.70506	80.12664	84.65426
2018-05-07 08:11:00	8630330696303481420	1.00000	9.45319	5.78003	11.74740	14.13888	10.62036	66.93456	57.97686	74.53961	30.00853	7.18094
2018-05-07 08:12:00	863033069630348107	1.00000	13.12729	9.77010	9.96643	11.23878	15.90792	56.44169	33.94202	31.77923	24.32252	56.63466
2018-05-07 08:13:00	359043379931766973	0.00000	14.38507	11.67184	12.64655	17.23375	11.14349	51.96652	61.61838	91.46034	72.98345	4.07273
2018-05-07 08:14:00	3590433799317661933	1.00000	13.76927	8.71424	6.56818	15.59804	12.62195	42.79851	66.85545	60.52403	26.69803	93.25076
2018-05-07 08:15:00	3590433799317661669	1.00000	11.84163	10.01423	7.17727	9.71079	17.23082	36.32377	41.03126	56.61740	49.25052	12.33800
2018-05-07 08:16:00	8630330696303481321	1.00000	15.91296	9.19661	8.12129	13.95032	11.84619	53.61269	47.72301	68.26330	56.51294	59.62998
2018-05-07 08:17:00	3590433799317662030	1.00000	13.04298	13.08610	11.88178	16.14175	16.15579	67.60782	62.66135	80.53296	37.01878	38.32977
2018-05-07 08:18:00	3590433799317661412	1.00000	9.54348	13.44828	9.46928	17.24030	8.67975	32.44096	43.23626	16.69068	67.17953	34.83741
2018-05-07 08:19:00	8630330696303481453	0.00000	14.02155	11.77307	15.17619	11.27697	15.24484	29.01120	61.89675	32.92375	53.81769	63.25839
2018-05-07 08:20:00	3590433799317661958	1.00000	13.37679	14.60894	15.21423	13.11073	7.94802	47.36005	65.05503	5.05209	96.49244	62.76777
2018-05-07 08:21:00	863033069630348438	1.00000	9.89587	10.75698	12.17051	15.62928	9.56235	59.61717	54.76160	35.25570	30.52666	70.58023
2018-05-07 08:22:00	863033069630348974	1.00000	15.24626	7.43282	8.32527	12.71702	13.51525	36.76504	49.43599	45.62511	29.00362	38.90555
2018-05-07 08:23:00	359043379931766627	1.00000	16.99005	15.28105	15.58704	16.95852	14.54240	77.62310	50.39776	21.26438	69.69442	22.96317
2018-05-07 08:24:00	359043379931766809	1.00000	12.83282	10.50134	11.68278	7.59077	11.31793	22.27671	45.53823	69.73643	43.81094	96.89427
2018-05-07 08:25:00	8630330696303482345	1.00000	6.41499	10.91730	11.83284	17.52976	9.22590	57.57993	61.86341	24.07371	15.87901	59.68516
2018-05-07 08:26:00	3590433799317661065	0.00000	12.22937	14.42863	11.51843	10.64677	9.20788	69.44246	63.76022	71.49275	0.19168	22.48077
2018-05-07 08:27:00	8630330696303481099	1.00000	16.35565	10.01016	15.88766	6.32299	19.12665	46.83555	63.58118	94.13174	47.93902	70.02081
2018-05-07 08:28:00	3590433799317661511	0.00000	13.72466	17.02434	10.09219	11.79261	10.51260	31.03152	48.72803	94.47059	85.34487	86.82089
2018-05-07 08:29:00	3590433799317661925	1.00000	16.64433	9.87472	12.88584	12.37729	12.81127	39.09777	36.29079	30.47532	63.00088	60.44029
2018-05-07 08:30:00	3590433799317661412	1.00000	13.47640	11.36640	12.83779	7.18485	14.18938	73.28613	53.96907	13.00759	80.11428	90.23664
2018-05-07 08:31:00	359043379931766478	1.00000	16.11811	14.23088	10.21951	12.46668	15.09031	75.91349	55.20648	84.76334	91.92091	95.18116
2018-05-07 08:32:00	8630330696303481933	1.00000	17.65005	9.89258	11.59701	10.93201	15.10673	43.28683	58.28188	53.60206	57.49721	14.96722
2018-05-07 08:33:00	359043379931766882	1.00000	14.51704	11.90596	12.12907	16.18301	16.07710	45.29122	61.76032	92.24864	45.50394	65.70283
2018-05-07 08:34:00	863033069630348214	1.00000	14.90717	12.76232	11.96931	11.91392	15.26665	40.68091	72.34605	10.60012	7.31234	85.71103
2018-05-07 08:35:00	863033069630348438	1.00000	8.71447	12.05420	12.43388	17.17874	8.54364	39.76631	47.56056	10.97224	37.48930	51.85010
2018-05-07 08:36:00	863033069630348347	0.00000	12.34260	14.06670	13.48416	10.55493	8.76019	49.16731	46.34422	83.53568	35.24777	31.18536
2018-05-07 08:37:00	3590433799317661081	1.00000	12.17937	10.54957	11.08229	10.53019	9.57921	80.32696	60.09331	17.00857	47.50799	51.83339
2018-05-07 08:38:00	3590433799317661495	1.00000	12.49375	12.15963	10.19072	14.53899	10.93153	67.84685	67.95909	30.91107	2.37795	8.45811
2018-05-07 08:39:00	3590433799317661701	1.00000	15.01567	10.89991	10.48010	10.51368	14.68613	58.63169	35.05445	37.20004	38.85302	60.71209
2018-05-07 08:40:00	863033069630348743	0.00000	14.69372	17.81579	12.36258	11.54751	9.26613	40.44779	43.99036	96.62397	50.27017	54.28807
2018-05-07 08:41:00	3590433799317661594	1.00000	8.83824	9.24435	9.14776	16.02975	10.11421	46.45660	44.74364	60.29166	49.27670	35.72238
2018-05-07 08:42:00	863033069630348966	1.00000	15.35094	11.39329	9.43864	10.67628	15.49470	39.38855	75.62218	47.77699	10.29285	62.84846
2018-05-07 08:43:00	359043379931766791	1.00000	14.70939	9.81924	11.01211	11.21874	14.84078	36.07489	26.94777	89.99266	4.01539	39.23261
2018-05-07 08:44:00	359043379931766221	1.00000	17.67674	8.45777	10.41836	13.10077	11.29935	64.25448	47.76886	39.50492	26.61535	47.63264
2018-05-07 08:45:00	3590433799317662147	0.00000	16.07581	14.64895	14.72583	17.31096	14.41424	61.92651	52.52875	47.52972	89.79574	48.04731
2018-05-07 08:46:00	3590433799317661388	1.00000	11.12514	6.99906	12.65961	11.27901	8.18458	43.77814	57.60528	44.39811	16.44292	42.41392
2018-05-07 08:47:00	8630330696303481321	1.00000	15.28540	13.16702	16.05270	13.34731	13.91875	41.34862	46.49133	22.48045	74.44715	61.41715
2018-05-07 08:48:00	359043379931766353	1.00000	16.84725	11.48145	13.55682	11.92643	14.58295	49.70027	58.51904	2.75665	46.94140	2.47322
2018-05-07 08:49:00	3590433799317662071	0.00000	6.98467	9.76154	8.28031	16.66827	11.02510	73.47899	39.94168	22.11666	44.57022	29.86131
2018-05-07 08:50:00	3590433799317661206	1.00000	14.21343	13.29204	10.41433	10.78915	12.31617	42.10573	57.84181	64.25984	72.70399	96.71163
2018-05-07 08:51:00	863033069630348057	1.00000	15.43354	10.69420	11.65620	9.94265	15.05903	60.87119	62.54186	12.77884	60.15459	68.83789
2018-05-07 08:52:00	863033069630348941	1.00000	7.13489	8.13869	8.94346	12.98322	11.62472	23.23198	50.16160	85.58156	0.76361	30.87162
2018-05-07 08:53:00	8630330696303481545	0.00000	14.06815	16.64051	13.56947	9.09131	10.24165	87.25471	63.07282	94.83940	15.42254	85.86546
2018-05-07 08:54:00	8630330696303482162	0.00000	16.99347	17.82766	14.77001	13.11245	13.34571	40.42696	48.20216	24.15187	87.25310	33.68208
2018-05-07 08:55:00	8630330696303481495	1.00000	14.09158	12.57392	11.29003	8.08641	15.94020	56.45482	43.74530	29.27492	85.95895	66.86894
2018-05-07 08:56:00	3590433799317661586	1.00000	7.58571	11.20242	10.58723	16.64881	13.02215	37.70863	28.22358	76.30431	99.87550	9.80528
2018-05-07 08:57:00	359043379931766411	0.00000	12.67489	14.58661	10.31574	14.46473	12.76785	41.41405	31.35860	67.41568	20.25289	82.97859
2018-05-07 08:58:00	359043379931766924	1.00000	14.91968	11.51964	9.30774	10.82453	16.65582	46.24304	46.87255	25.17275	95.51281	75.55284
2018-05-07 08:59:00	359043379931766585	1.00000	13.58656	13.98125	11.54945	7.99205	15.16753	47.14654	30.40231	83.73331	98.04537	2.93176
2018-05-07 09:00:00	359043379931766536	0.00000	16.38213	14.14330	16.95597	10.35227	11.70603	36.41550	70.02171	29.33146	69.31206	55.56259
2018-05-07 09:01:00	8630330696303481545	1.00000	16.94844	10.66579	9.78559	13.02518	11.12967	64.15852	46.93097	62.78697	83.34201	12.82904
2018-05-07 09:02:00	3590433799317661719	1.00000	12.75659	12.64585	14.41539	13.07809	8.64063	59.17767	69.14030	57.77057	33.59435	23.24939
2018-05-07 09:03:00	863033069630348420	0.00000	13.24752	14.10978	14.32553	12.96442	13.68342	47.00252	50.64282	51.14360	12.75398	92.77262
2018-05-07 09:04:00	3590433799317662261	0.00000	11.52737	15.37850	13.13914	9.77133	9.19671	21.09587	37.79468	74.73556	0.26891	4.04304
2018-05-07 09:05:00	3590433799317662055	1.00000	14.38637	9.77163	11.35961	13.59260	14.95628	51.05173	30.98444	63.62619	70.63091	94.87654
2018-05-07 09:06:00	3590433799317662279	1.00000	11.15891	13.02022	9.22280	9.08373	17.67490	50.85560	59.16971	32.49535	52.64188	5.44531
2018-05-07 09:07:00	359043379931766130	1.00000	10.51083	9.75683	11.84931	12.97620	9.65482	41.17147	68.55550	30.18454	94.28099	20.59784
2018-05-07 09:08:00	8630330696303481115	1.00000	7.66892	8.51175	4.93740	16.06097	11.42543	59.73717	56.49949	67.91741	68.52036	37.13138
2018-05-07 09:09:00	8630330696303481180	1.00000	15.22972	10.45174	9.45922	12.02194	13.71185	42.35090	56.14281	58.56855	29.59667	23.04865
2018-05-07 09:10:00	359043379931766791	1.00000	16.33895	6.09540	9.00489	15.04011	11.89248	39.81648	27.10338	85.44737	93.67305	26.68606
2018-05-07 09:11:00	3590433799317661818	1.00000	11.43702	13.77863	13.79589	9.39643	13.48975	66.65618	42.80689	95.86126	25.19475	73.50645
2018-05-07 09:12:00	359043379931766544	1.00000	12.31525	8.17699	9.18076	11.86864	11.66251	38.21063	53.32259	26.49065	50.75001	46.71519
2018-05-07 09:13:00	8630330696303482196	0.00000	13.28746	14.90082	14.14952	12.89636	17.28829	64.74865	45.56359	70.95168	45.64054	16.03733
2018-05-07 09:14:00	359043379931766254	0.00000	13.89945	10.60345	12.16897	19.11608	13.17979	53.67959	40.36878	82.03105	29.45823	34.63725
2018-05-07 09:15:00	359043379931766858	1.00000	13.97006	10.97467	8.50233	14.19333	12.41827	65.74994	28.03246	67.35676	5.55572	84.00365
2018-05-07 09:16:00	359043379931766718	0.00000	15.11700	12.03658	15.77213	13.70077	12.67072	40.58332	30.71203	81.96948	30.10124	76.53885
2018-05-07 09:17:00	863033069630348164	0.00000	17.19504	14.48719	13.74266	8.74784	14.40951	53.11162	86.24383	19.78184	17.09695	29.89514
2018-05-07 09:18:00	3590433799317662204	0.00000	12.54634	14.47534	12.35842	13.46500	13.19435	46.06129	60.79860	82.90243	91.75047	15.08674
2018-05-07 09:19:00	3590433799317662097	1.00000	10.73248	11.96289	12.13860	14.41975	11.64032	39.40374	64.37926	58.77627	63.78233	74.00583
2018-05-07 09:20:00	359043379931766296	0.00000	11.22031	12.57013	13.08542	13.54275	9.07503	59.57714	59.35879	18.59862	17.64274	29.32081
2018-05-07 09:21:00	359043379931766783	1.00000	11.95766	14.93307	9.61284	14.03064	10.66128	48.45536	46.49491	44.90139	36.57118	49.38328
2018-05-07 09:22:00	8630330696303481792	1.00000	9.78267	10.85932	11.01516	13.57274	7.18653	86.95437	66.94526	59.29187	9.15881	1.65559
2018-05-07 09:23:00	359043379931766197	0.00000	9.70362	11.79930	11.94345	14.87591	15.94811	37.14074	44.73558	97.08998	14.41144	18.11059
2018-05-07 09:24:00	3590433799317661024	1.00000	7.42223	8.68145	10.61792	16.28909	9.78636	65.58388	53.79915	77.06966	40.53692	58.74033
2018-05-07 09:25:00	3590433799317661321	1.00000	15.53512	9.23141	11.42825	9.40387	16.90008	63.17972	39.28761	59.27749	39.49407	17.03178
2018-05-07 09:26:00	8630330696303482113	1.00000	9.94049	15.72513	10.70249	10.12566	15.37177	56.00483	61.09814	92.23627	68.68788	0.86959
2018-05-07 09:27:00	359043379931766791	1.00000	8.75006	8.40076	11.85205	12.73253	9.42349	58.42578	73.48053	11.34651	74.34700	80.05960
2018-05-07 09:28:00	8630330696303481990	1.00000	9.04759	8.91784	8.83982	14.75781	12.49001	57.29268	70.31773	47.26273	17.91006	68.78469
2018-05-07 09:29:00	3590433799317661677	1.00000	8.59806	8.34731	9.70230	14.01213	9.40240	53.63875	70.31393	16.45283	37.84229	41.21804
2018-05-07 09:30:00	8630330696303482402	0.00000	12.38259	11.33044	14.01863	14.09550	12.36404	42.22574	62.12454	32.59995	83.63023	49.24281
2018-05-07 09:31:00	863033069630348552	0.00000	13.89406	13.70799	12.40894	8.56043	12.73764	41.70619	51.44776	87.31412	7.20420	9.53879
2018-05-07 09:32:00	8630330696303481701	1.00000	11.62487	12.81804	11.69334	5.90180	13.90980	63.47050	32.58197	39.94857	95.61363	40.13552
2018-05-07 09:33:00	863033069630348149	0.00000	14.40081	9.92148	13.75400	9.56241	13.48156	48.77108	41.20959	29.96022	24.15487	59.09855
