ts	imei	mwra	p.android.packageinstaller	p.android.documentsui	p.system	p.android.externalstorage	p.android.chrome	p.android.settings	p.android.gm	p.inputmethod.latin	p.android.vending	p.process.gapps	p.notifier	p.katana	p.google	p.android.defcontainer	p.simulator	p.android.gms	p.dogalize	p.gms.persistent	p.browser.provider	p.olauncher
2018-05-07 02:18:00	863033069630348826	1.00000	9.49902	12.90481	13.48347	18.25766	16.04759	15.61615	10.56778	51.17515	0.00295	62.72323	42.63897	44.94251	42.37671	63.36950	68.48795	43.35486	0.74252	27.04694	17.44310	50.07462
2018-05-07 02:19:00	8630330696303482188	1.00000	13.76711	6.03660	15.26135	14.96399	14.76162	12.11783	12.09101	58.14737	0.00001	44.03988	36.42629	46.83116	6.58985	52.37378	31.29462	41.34227	2.17931	67.86708	91.84940	7.23654
2018-05-07 02:20:00	8630330696303482121	1.00000	11.61196	9.29691	13.47495	13.26446	17.88800	14.16783	10.88807	60.33737	0.00008	55.56982	24.34717	3.86343	40.06355	9.32979	84.51000	57.18683	32.19605	2.27166	85.06155	8.60642
2018-05-07 02:21:00	359043379931766858	1.00000	10.49137	14.81237	15.80441	12.51194	16.55158	12.42304	11.89245	51.92155	0.01984	56.88498	46.99680	50.58045	72.75498	98.93485	95.26462	19.55546	55.97430	17.48902	3.45549	23.94846
2018-05-07 02:22:00	863033069630348370	1.00000	12.16720	6.94503	12.29242	11.79728	15.51491	12.70738	13.81427	69.01375	0.00002	46.59788	50.61890	10.75722	4.56684	81.97987	91.16270	35.53618	17.29545	77.98260	0.18014	20.06884
2018-05-07 02:23:00	3590433799317661537	1.00000	7.21527	17.33011	13.51483	12.70211	9.92687	14.74665	13.56433	32.60946	0.24592	35.97412	51.46731	11.57148	29.29655	90.59539	96.31644	30.26285	43.47195	15.93965	10.68270	59.99294
2018-05-07 02:24:00	3590433799317662485	1.00000	13.15173	10.11349	15.03198	12.14556	10.78819	13.55313	15.65864	22.16744	0.00019	50.29512	56.77973	4.24169	88.94624	28.49450	43.63408	1.73535	86.93526	42.44459	74.75333	41.86062
2018-05-07 02:25:00	8630330696303481966	1.00000	11.36810	13.24197	14.50412	15.63220	8.24584	15.38801	14.68118	39.49398	0.00413	47.00835	57.99562	20.04271	19.67457	61.11034	26.14396	29.41562	66.33805	95.70239	62.64672	88.73801
2018-05-07 02:26:00	8630330696303481065	0.00000	9.89292	11.14789	14.74264	10.86156	11.51097	17.70226	15.90065	54.26863	0.00051	49.76869	46.11871	25.71045	14.69782	10.37166	35.51594	80.87615	18.98075	76.61526	60.75292	21.75190
2018-05-07 02:27:00	863033069630348263	0.00000	9.92019	13.84556	10.61799	11.95231	10.10517	14.01285	15.29788	33.88740	0.00755	55.83486	40.39142	30.05449	60.30715	64.08103	43.24896	20.69206	63.45153	43.72965	56.44909	71.77368
2018-05-07 02:28:00	8630330696303481552	0.00000	14.85416	9.75700	17.39292	9.22290	14.87602	14.85589	18.21387	80.58339	0.00014	55.02698	81.42130	26.62119	55.39311	85.90981	10.72886	76.18183	51.95004	23.20962	4.37494	12.63453
2018-05-07 02:29:00	3590433799317661347	0.00000	10.77311	13.01641	11.69749	13.05876	14.15677	12.96927	15.93454	67.71507	0.00330	60.20971	46.56894	7.73802	60.28627	15.38808	12.42383	1.09412	69.70691	77.99730	22.02645	82.60609
2018-05-07 02:30:00	8630330696303482428	1.00000	11.31183	10.50908	15.47585	15.60299	15.29879	15.07874	9.06689	61.07413	0.00028	47.18112	28.92046	33.07258	22.77425	27.93136	16.10126	85.15276	78.54628	92.33329	84.46080	44.75307
2018-05-07 02:31:00	8630330696303481024	1.00000	9.83875	12.40505	15.61290	16.22263	11.73183	13.91560	18.48407	66.51839	0.00179	45.24969	39.14113	61.68343	60.93733	46.86713	90.29985	44.04100	41.61314	38.59745	50.17167	10.94321
2018-05-07 02:32:00	3590433799317662410	0.00000	12.16768	12.04684	13.86836	9.88379	10.18366	17.78781	13.56606	34.14948	0.00125	50.71494	67.23417	37.00081	61.25522	17.93818	23.64565	29.27008	54.25920	64.32764	72.39061	24.46156
2018-05-07 02:33:00	863033069630348610	1.00000	7.95576	9.89780	12.88846	15.61745	11.16778	16.02316	9.54333	58.39706	0.00015	56.45041	43.27312	94.41717	35.86076	38.96712	20.08064	48.81968	31.29345	28.70326	30.21214	49.79152
2018-05-07 02:34:00	863033069630348586	1.00000	12.67679	13.26481	13.34818	14.40505	9.66152	14.93383	13.64479	62.32395	0.00422	55.92264	30.70839	2.15218	57.94378	4.67688	23.18902	89.91515	95.51764	79.15964	84.76486	40.89743
2018-05-07 02:35:00	359043379931766684	0.00000	9.64906	11.22552	10.07054	10.71525	10.22130	13.02276	14.39341	37.60086	0.00056	57.05588	48.88127	62.71156	54.29346	53.03646	97.74368	73.34661	37.78986	44.54593	59.47541	85.79430
2018-05-07 02:36:00	863033069630348347	0.00000	10.62661	12.34411	10.47019	14.72472	10.37299	15.02641	15.00929	42.74956	0.00169	38.17414	41.74796	46.58025	16.27909	4.05135	15.70174	47.77440	3.01446	89.08944	37.38904	88.80775
2018-05-07 02:37:00	359043379931766007	0.00000	9.29486	8.81848	10.27530	9.64816	11.29649	14.89704	12.20759	32.42773	0.00006	34.79600	32.63011	40.96740	70.73896	39.24587	40.15476	16.71945	41.89237	19.62014	51.23381	66.83437
2018-05-07 02:38:00	8630330696303481065	0.00000	10.94582	10.18608	11.23110	7.68095	10.09732	14.22885	13.95547	62.20736	0.00020	57.48239	25.00577	56.87020	62.72968	82.94769	99.97230	1.91906	16.24037	51.85326	84.37273	63.33064
2018-05-07 02:39:00	8630330696303481271	0.00000	13.72116	10.31947	11.76973	10.44872	11.63640	13.74222	13.17932	39.75369	0.00023	59.17697	48.82530	37.29487	2.70729	92.83554	45.78925	44.06320	50.68239	1.64753	40.57132	70.12301
2018-05-07 02:40:00	8630330696303481198	1.00000	9.05289	14.57680	17.96254	12.78540	10.23102	14.88220	12.74287	69.98039	0.01567	30.43059	59.17847	61.27806	0.45045	30.52755	62.39785	96.79564	16.18195	20.26658	27.01366	56.54854
2018-05-07 02:41:00	359043379931766502	0.00000	10.75880	9.97139	11.97194	10.18173	11.59565	17.62575	11.17288	66.68615	0.00016	61.54571	34.48237	6.86692	82.31151	25.67042	51.73394	5.67628	85.66675	35.63653	28.76815	9.96698
2018-05-07 02:42:00	863033069630348701	0.00000	11.37126	12.94593	14.62728	14.38330	15.01441	13.94920	11.91953	50.76714	0.00308	34.57373	62.80901	6.25903	13.29892	37.17333	24.79479	59.13520	93.17539	56.96463	0.32091	56.56810
2018-05-07 02:43:00	8630330696303481289	1.00000	9.20150	9.09330	14.81116	17.15820	13.80693	16.39735	6.66656	45.78289	0.00007	67.41297	59.45037	48.04558	11.51410	22.54453	76.45925	97.78838	1.97489	73.54301	43.20206	93.64290
2018-05-07 02:44:00	359043379931766825	0.00000	14.34476	11.16668	15.61832	10.85023	10.94229	12.51655	13.76849	69.00091	0.00053	57.00626	25.66086	35.75547	50.18496	38.04085	81.48576	98.88624	91.91521	67.79677	36.33128	35.02195
2018-05-07 02:45:00	863033069630348511	1.00000	11.33948	10.87440	15.21338	14.13518	15.77205	13.32146	9.97787	87.47773	0.00039	62.12764	52.49297	71.46143	65.58760	82.28555	25.68581	48.86007	4.02721	2.98109	73.72238	89.94007
2018-05-07 02:46:00	863033069630348461	0.00000	11.07153	10.68910	13.73623	15.26833	8.88281	15.98272	14.53206	32.07905	0.00033	45.55062	42.65025	88.03614	98.33387	70.31346	38.82114	77.67849	15.54115	93.82801	12.94692	47.32369
2018-05-07 02:47:00	863033069630348560	1.00000	12.24383	14.96206	15.50713	14.09869	12.71698	10.95772	12.53506	67.61685	0.02305	63.53528	50.60098	17.38569	29.16577	93.53583	7.91049	56.72156	90.54073	48.12909	33.27749	16.61572
2018-05-07 02:48:00	3590433799317662261	1.00000	8.51207	15.50946	16.32510	16.37221	12.55068	14.39418	18.21581	69.17827	0.03982	29.96866	51.25638	42.28660	27.55980	0.19241	45.06095	16.28257	90.20929	49.73201	33.07034	19.41783
2018-05-07 02:49:00	863033069630348503	0.00000	15.25667	13.88720	20.70273	7.89543	12.66198	16.15958	16.46877	50.17277	0.00787	43.87811	36.66888	98.16493	10.77756	82.61345	47.16272	75.29213	80.72780	0.01250	75.43661	16.37851
2018-05-07 02:50:00	8630330696303481065	1.00000	9.17042	12.24769	10.50846	16.19973	9.93021	16.59931	16.19070	51.57900	0.00154	39.68489	44.94969	44.60094	84.89026	15.39178	9.50833	94.44604	56.26870	18.60052	22.34003	12.96250
2018-05-07 02:51:00	359043379931766874	0.00000	10.42361	10.92056	11.94819	9.45169	10.86324	14.82778	14.68782	48.90517	0.00041	44.39147	52.61846	98.38827	22.99317	3.97488	83.14725	57.88850	29.64657	81.37940	60.89402	84.60720
2018-05-07 02:52:00	863033069630348206	1.00000	8.72458	15.91486	14.65453	14.10152	11.77930	15.69710	13.64929	55.92178	0.05974	58.32624	41.20101	78.39026	98.20505	45.73070	70.81731	79.03870	46.14243	90.88683	37.40052	55.83087
2018-05-07 02:53:00	8630330696303482279	0.00000	11.12684	10.19855	13.31797	12.14010	10.60414	12.99690	13.22607	56.20711	0.00020	50.64677	44.70958	96.44421	88.66424	67.31910	51.45055	5.49475	96.96688	58.30016	83.79028	57.34235
2018-05-07 02:54:00	3590433799317661537	1.00000	10.42807	14.33362	14.63611	18.01497	10.18129	15.50004	14.94226	63.69337	0.01230	36.29631	56.72907	65.58441	7.32444	92.65349	31.00506	8.48165	16.67912	32.53667	4.88924	73.33520
2018-05-07 02:55:00	863033069630348602	1.00000	13.09851	10.10045	15.28435	12.75694	18.19903	12.90346	10.73174	48.82774	0.00019	57.46114	33.42419	35.58973	54.30458	0.00000	46.01279	36.28443	65.48108	28.14218	23.05398	34.47272
2018-05-07 02:56:00	863033069630348339	1.00000	11.46714	9.02100	14.18935	14.38102	14.38616	14.33689	10.84165	44.38854	0.00007	32.83046	52.73156	87.63637	72.63035	81.17654	9.86088	35.99395	27.00498	70.53733	30.06358	38.95521
2018-05-07 02:57:00	863033069630348438	1.00000	9.02912	10.62073	8.04250	7.50638	10.75862	8.78069	14.82289	55.49107	0.00030	28.88140	51.22797	42.36397	19.73737	26.78841	61.10346	5.70452	92.31235	34.16947	48.00450	24.86790
2018-05-07 02:58:00	3590433799317662279	1.00000	11.67035	11.70833	13.66180	11.14393	11.40662	12.07351	12.97563	33.32270	0.00090	67.84242	36.15444	63.42303	53.15241	75.26872	79.26364	93.23626	32.67282	57.24771	95.35484	57.23426
2018-05-07 02:59:00	3590433799317662196	0.00000	9.27521	9.39431	14.53297	12.90937	12.20853	14.45832	15.07937	48.06163	0.00010	16.52500	39.53315	11.70254	63.36865	37.81854	70.54063	98.13227	22.90434	6.89463	40.43192	38.91800
2018-05-07 03:00:00	8630330696303481255	0.00000	10.34181	14.82565	9.34114	9.73740	10.08032	15.36171	14.01387	77.11610	0.02010	52.49382	50.84022	58.00094	6.49374	3.90082	73.29263	27.73777	2.68115	55.18512	7.78293	96.68490
2018-05-07 03:01:00	359043379931766387	1.00000	9.42595	16.33273	15.34178	10.28524	14.14104	11.59807	11.93488	59.66488	0.09071	36.88356	39.47926	93.52772	29.23824	3.15903	2.17165	35.02675	31.25941	39.14486	13.54807	41.16222
2018-05-07 03:02:00	863033069630348131	1.00000	12.58045	11.34736	14.91572	16.35285	18.34599	13.51167	11.06833	62.65249	0.00062	50.52979	69.27040	85.76612	99.82445	5.15714	82.47422	65.67434	48.83068	44.50434	53.93909	53.85971
2018-05-07 03:03:00	863033069630348214	1.00000	6.91948	13.34870	13.52260	16.56549	17.40227	17.42606	7.36723	56.65787	0.00460	49.48627	40.56046	82.43351	1.74157	39.20620	96.46508	16.67236	19.66412	42.21131	43.03797	65.95946
2018-05-07 03:04:00	359043379931766361	1.00000	13.04865	9.07072	12.81146	14.08702	11.61609	12.23956	15.73255	62.47755	0.00007	41.20360	25.61234	93.75881	90.81534	96.74625	14.66674	34.89504	92.42864	18.11632	93.75467	28.28610
2018-05-07 03:05:00	863033069630348263	1.00000	11.72205	10.96450	12.71995	12.64091	16.78356	13.24597	12.92470	65.69796	0.00043	27.11228	62.59338	96.37683	54.53735	18.11552	76.98695	58.03706	45.19741	48.58995	77.80367	30.19242
2018-05-07 03:06:00	863033069630348594	1.00000	15.67179	16.49852	15.37550	18.30306	6.59017	15.75543	12.70466	25.78938	0.10706	61.19208	18.61280	45.27189	92.82426	62.88126	35.49234	9.39010	40.34189	16.56835	1.01233	79.38025
2018-05-07 03:07:00	863033069630348685	0.00000	15.26966	10.85222	14.00307	8.46780	10.28348	17.38532	16.37711	34.93634	0.00039	72.55154	64.58320	43.15167	25.74009	65.91609	49.81670	65.01157	36.25309	23.26665	81.35988	77.95784
2018-05-07 03:08:00	3590433799317661743	1.00000	10.50552	7.96380	12.79363	13.71980	10.54438	14.99691	11.33260	79.37752	0.00003	62.83189	60.31844	83.90941	53.27245	66.56664	72.87686	58.38679	29.28912	46.15467	19.11689	89.80386
2018-05-07 03:09:00	3590433799317661883	1.00000	13.36247	8.80897	16.32912	13.19384	15.92470	14.60239	11.86271	67.63519	0.00006	41.84570	32.58213	17.28483	28.70581	83.17093	75.40580	97.29885	50.77574	93.32311	92.80283	76.54310
2018-05-07 03:10:00	863033069630348404	0.00000	11.34131	11.38724	12.56826	8.44912	12.78056	13.92835	16.85050	32.36170	0.00066	47.72224	46.16264	95.14361	58.63934	79.02330	65.18258	27.02780	99.22232	60.46295	17.59913	22.48913
2018-05-07 03:11:00	8630330696303481214	1.00000	9.02794	16.64722	14.18381	11.66904	7.81816	14.13638	14.33380	46.92400	0.12423	45.79565	26.09605	63.51988	43.28203	60.75582	61.89501	23.84234	17.21302	63.47922	41.63868	23.04026
2018-05-07 03:12:00	8630330696303481412	1.00000	9.78117	7.29171	12.17635	13.03927	13.84578	14.82386	11.99388	52.69626	0.00002	33.45621	38.83771	82.97368	41.52455	48.49878	27.82471	41.26039	41.70552	50.91227	91.57744	29.51070
2018-05-07 03:13:00	359043379931766064	1.00000	11.05539	10.16559	12.33331	16.38893	16.80798	14.61917	12.37153	62.47039	0.00020	27.87843	59.68134	70.26801	19.15085	82.85851	4.02456	12.36336	91.50083	11.66807	0.64728	66.08636
2018-05-07 03:14:00	359043379931766544	1.00000	12.08650	12.56184	11.34433	13.85610	14.59233	11.66466	16.74501	31.34973	0.00210	32.34871	19.03141	56.89706	68.61719	87.41107	63.44020	53.21817	9.72793	58.43755	79.90709	40.19352
2018-05-07 03:15:00	8630330696303481156	0.00000	10.51964	10.08183	10.26656	10.11623	10.68807	16.40231	12.04829	54.41823	0.00019	51.57679	65.47484	88.11383	60.71651	29.35707	32.00746	74.53297	89.57512	58.22948	58.59619	57.40385
2018-05-07 03:16:00	863033069630348156	1.00000	8.79469	15.87362	14.37975	13.18724	9.94169	14.09345	16.41904	56.28733	0.05732	36.27663	44.76912	43.01609	74.70636	74.90160	0.44575	22.34670	94.70333	89.09726	79.01443	54.96476
2018-05-07 03:17:00	3590433799317662246	1.00000	8.06086	10.80355	11.71149	17.16442	11.43700	16.65510	10.10514	61.82870	0.00037	40.00003	49.88697	92.54070	91.96209	25.35841	6.41302	75.97495	72.11265	91.50431	96.94887	41.73050
2018-05-07 03:18:00	359043379931766916	1.00000	10.19695	14.65083	14.72390	14.93766	16.72592	14.29372	9.22683	68.05123	0.01687	53.21055	39.53925	68.07488	94.59630	15.04937	44.47742	45.96428	18.52731	90.76332	25.40020	61.27942
2018-05-07 03:19:00	3590433799317662097	1.00000	17.09224	13.28785	16.28827	15.93803	3.94981	17.09546	10.23474	60.67587	0.00433	53.69097	62.68511	99.92513	79.92661	91.06344	39.66319	39.21662	80.57163	88.89165	44.80869	73.21213
2018-05-07 03:20:00	863033069630348073	1.00000	11.28762	11.19457	13.72749	15.46239	16.89845	14.13264	11.82151	43.32840	0.00054	18.29627	54.13795	43.93905	49.26317	41.97555	57.19998	57.06416	3.21305	65.78310	38.17571	44.46376
2018-05-07 03:21:00	863033069630348024	1.00000	10.04950	14.50768	15.13708	14.32931	13.39418	13.51341	11.27467	34.63045	0.01463	53.75699	35.39355	74.45978	70.26798	98.79357	82.73184	63.58799	32.67776	98.64344	67.19255	45.33370
2018-05-07 03:22:00	359043379931766437	1.00000	9.57056	12.51489	13.69257	12.82889	15.71782	14.92376	11.40440	46.04900	0.00200	35.84618	34.54234	95.33830	19.28228	17.73699	25.16945	27.43841	46.44290	10.69950	45.40780	3.60748
2018-05-07 03:23:00	863033069630348370	0.00000	10.89776	14.84347	11.07853	9.61703	8.31868	12.99692	14.12747	43.50954	0.02047	40.87498	37.91361	70.58355	7.19254	82.39356	83.47277	14.76652	69.57585	36.61651	72.06522	10.79735
2018-05-07 03:24:00	863033069630348891	0.00000	16.77083	10.55335	12.15608	7.35036	11.16191	14.41816	15.59411	69.74465	0.00030	42.77185	50.64945	81.39933	37.93405	70.26903	96.01314	56.90842	62.49281	52.52701	59.84355	45.28320
2018-05-07 03:25:00	8630330696303481503	0.00000	14.47839	10.08793	12.47857	11.09279	11.26936	12.99087	14.08281	30.89723	0.00018	52.55344	25.81797	20.77798	57.90522	68.97296	49.32109	52.24490	51.31676	36.44355	57.82576	64.27437
2018-05-07 03:26:00	359043379931766593	1.00000	8.93108	12.15938	14.30700	14.72614	13.74445	15.58524	7.44715	41.10128	0.00141	24.10283	53.95858	1.54102	89.90035	73.24053	12.27025	98.59233	63.49328	94.94102	45.86253	61.62181
2018-05-07 03:27:00	863033069630348453	0.00000	9.53843	12.35856	9.38956	11.16405	10.10036	12.92087	14.33624	50.09285	0.00171	57.63676	60.80818	11.12940	39.27023	79.71559	99.41451	59.46771	36.85752	23.28898	83.99780	4.29980
2018-05-07 03:28:00	359043379931766841	1.00000	10.63650	15.08494	12.54578	15.36307	16.06796	14.76340	12.18192	61.83850	0.02605	44.67590	42.78928	45.95690	22.99009	69.45240	43.33175	59.81187	40.82893	16.93505	12.35137	79.18575
2018-05-07 03:29:00	3590433799317662188	1.00000	10.46813	10.39296	13.79928	10.64758	10.34948	16.76871	14.49145	80.54939	0.00025	72.38260	38.46238	9.59478	80.98902	57.97263	21.76099	54.30461	24.95354	35.78565	15.17780	17.96882
2018-05-07 03:30:00	3590433799317661743	1.00000	7.70770	12.23911	17.18775	15.51656	10.69535	14.31424	16.36401	44.81324	0.00152	36.50735	40.01463	87.45235	1.73332	16.52131	20.45365	12.97667	13.31741	28.91002	75.42424	53.00766
2018-05-07 03:31:00	359043379931766692	1.00000	14.13341	12.20174	11.55898	13.29056	6.35026	16.76339	8.94220	77.05768	0.00146	30.82009	47.37838	21.87085	97.45666	39.59826	0.33381	28.36331	98.97550	66.13513	25.29618	5.42071
2018-05-07 03:32:00	8630330696303481412	1.00000	12.61121	7.84072	17.45344	13.49986	14.21884	14.29776	10.39126	75.92179	0.00003	33.58875	30.95815	55.75164	40.15283	97.19738	70.43611	94.19596	52.09951	78.46949	13.88278	50.82196
2018-05-07 03:33:00	3590433799317661065	1.00000	12.07224	7.77795	13.91739	10.71379	11.70814	13.83610	12.77616	31.11818	0.00002	54.09196	52.93928	35.10200	17.58499	35.63175	99.66388	58.89232	93.09437	91.26410	89.47979	92.12037
2018-05-07 03:34:00	3590433799317661842	1.00000	6.19217	12.00835	14.40381	12.97697	12.72160	14.48886	17.90891	30.01895	0.00121	54.31101	62.89776	6.04848	72.63423	75.20829	26.43176	3.76251	20.39190	39.89894	47.36588	34.69837
2018-05-07 03:35:00	863033069630348404	0.00000	11.63532	8.53411	9.38647	11.95880	13.00797	8.65490	10.20007	48.72890	0.00005	34.96883	13.25184	93.11793	71.90958	65.18490	61.05169	95.44560	59.55858	24.65086	88.68900	66.48922
2018-05-07 03:36:00	359043379931766742	0.00000	12.96407	10.73546	12.85423	15.48765	11.58442	9.96289	9.87437	67.49399	0.00034	21.58725	26.97590	5.12226	70.11092	72.63406	64.16636	91.69303	12.01562	12.99715	82.55206	55.81179
2018-05-07 03:37:00	8630330696303482428	1.00000	10.36387	14.67241	11.58912	14.82375	9.23807	15.38423	14.92513	60.27135	0.01725	35.02243	43.95898	10.51293	16.05364	7.54130	42.44606	11.88861	53.44586	12.75058	93.59850	28.84792
2018-05-07 03:38:00	8630330696303481487	0.00000	9.31457	8.39006	11.01958	9.46939	11.70848	11.71178	15.06475	57.03931	0.00004	38.53905	35.33980	72.97435	7.74070	23.68509	40.98706	45.85475	45.14711	41.63151	43.51158	58.53249
2018-05-07 03:39:00	863033069630348636	1.00000	10.69357	10.24890	10.15785	10.98154	10.03197	16.32612	13.07558	51.43599	0.00021	51.00582	54.12953	60.77397	78.35857	20.31364	71.66915	39.21273	43.78490	19.88759	62.46688	94.51693
2018-05-07 03:40:00	863033069630348339	0.00000	12.58631	13.54516	17.09726	12.98241	16.91223	11.40806	12.42911	68.24996	0.00559	34.06146	47.20060	12.91410	42.06675	27.17469	86.18051	93.59220	56.52470	68.01066	62.45835	81.38247
2018-05-07 03:41:00	8630330696303482113	1.00000	10.69884	15.72210	18.09542	18.34716	8.25674	15.22143	16.36661	59.36696	0.04926	39.80355	39.34241	0.80166	34.03542	65.34511	52.83991	80.14313	18.12436	23.43225	57.71724	57.81650
2018-05-07 03:42:00	8630330696303481586	1.00000	11.90443	10.79472	15.67128	13.35282	13.80928	13.85914	11.40069	72.01534	0.00037	49.65614	42.04672	60.89887	8.85076	14.35022	91.13663	52.35055	54.89162	5.49505	13.17221	54.96121
2018-05-07 03:43:00	3590433799317661487	0.00000	12.20226	13.59231	11.33369	11.80111	9.87769	13.38212	15.85861	47.22216	0.00586	37.38018	43.77867	29.01477	20.56443	42.52030	83.62195	63.11912	78.69964	67.24664	95.11052	11.50899
2018-05-07 03:44:00	8630330696303481347	1.00000	12.31966	6.99814	13.99671	13.05612	13.80059	12.69388	13.02701	44.70703	0.00001	48.78943	49.82558	39.93264	77.56045	63.66227	55.89190	9.49661	74.16408	67.72932	39.06794	63.84411
2018-05-07 03:45:00	359043379931766056	1.00000	7.26832	16.24259	15.72293	14.87792	14.17037	13.15204	16.87592	51.97746	0.08289	57.11168	41.71208	66.53197	96.61297	38.76162	42.69840	52.67827	49.28254	28.44840	53.00993	37.51578
2018-05-07 03:46:00	3590433799317662402	1.00000	13.89258	14.18672	12.58271	11.30734	6.76218	15.66902	10.93638	59.97168	0.01062	48.42573	62.10097	77.54392	64.62699	49.88487	12.56995	92.46181	32.50408	14.11396	37.83194	86.22995
2018-05-07 03:47:00	3590433799317662097	1.00000	10.48954	12.58836	12.01001	17.08727	12.50098	14.27255	11.07231	42.77351	0.00215	85.11908	33.15616	6.90712	13.09482	6.51758	6.89081	32.90896	98.94490	68.29251	3.04440	30.63306
2018-05-07 03:48:00	3590433799317662162	1.00000	13.65297	12.64496	11.73615	16.83712	10.19272	15.13061	11.65842	70.73259	0.00229	46.42395	45.91032	19.35902	10.88330	81.99274	49.11170	60.03977	32.72758	25.18298	25.08947	12.88323
2018-05-07 03:49:00	359043379931766395	1.00000	11.02981	16.92114	12.72333	15.91571	15.36674	9.08338	16.01312	44.55810	0.16337	43.94655	37.91506	17.95651	12.42806	43.77048	11.06630	8.25935	12.73265	45.46366	54.34387	61.18498
2018-05-07 03:50:00	863033069630348057	1.00000	15.35675	7.90337	12.74069	5.34739	16.62823	8.43578	11.64058	56.61828	0.00003	50.73994	41.78311	4.70820	57.89348	58.60436	65.27140	59.98464	2.27208	70.08981	67.52016	42.99340
2018-05-07 03:51:00	8630330696303482337	1.00000	10.92153	14.09685	13.69084	17.18492	7.09155	15.24403	15.79403	75.78222	0.00971	28.33151	58.81538	73.19153	21.52011	82.33074	48.73430	34.71447	55.38936	13.30201	93.76197	83.18244
2018-05-07 03:52:00	8630330696303482261	0.00000	14.32437	12.47646	14.23268	9.44484	10.24519	15.42027	13.26943	70.87447	0.00193	44.36955	44.85126	24.38250	74.55414	64.53950	73.13685	38.82310	29.07384	96.50695	30.46812	77.71272
2018-05-07 03:53:00	3590433799317661511	1.00000	11.33650	12.19603	13.65958	14.58365	17.34138	13.31608	13.36179	47.86416	0.00146	31.81318	60.27040	27.04384	75.94301	89.84701	24.36668	72.72846	59.81612	99.60889	14.95469	74.55277
2018-05-07 03:54:00	3590433799317661057	1.00000	11.41131	7.34701	11.30443	8.96372	10.46128	15.21760	12.55663	59.67811	0.00003	46.79188	25.50562	0.13025	10.78037	11.50187	53.11326	1.42661	4.15524	31.64533	91.59839	3.56757
2018-05-07 03:55:00	8630330696303482378	0.00000	12.11990	9.24758	9.79495	11.41948	10.99016	14.32903	14.61276	46.69117	0.00009	35.93668	30.67875	82.29497	8.82058	95.76939	67.85666	7.51717	61.05696	17.00938	50.06092	24.41106
2018-05-07 03:56:00	8630330696303481602	0.00000	10.42545	9.14577	8.90256	13.47853	8.40598	14.50231	11.70842	66.44717	0.00008	54.02017	29.86916	39.22373	51.93931	9.70788	13.17436	27.24362	97.14692	86.98796	66.62315	55.51086
2018-05-07 03:57:00	863033069630348446	1.00000	13.64717	10.70434	12.20959	11.13218	9.44393	11.63673	12.10553	9.46819	0.00033	32.97639	43.76581	11.45815	46.16847	10.54243	28.74302	65.22518	74.36964	13.44530	29.36848	24.17939
2018-05-07 03:58:00	359043379931766692	0.00000	9.01500	13.28751	8.98525	10.50093	10.12733	13.98302	15.21562	64.35728	0.00433	42.52806	34.27505	30.79900	86.77249	57.89659	91.51240	26.39044	63.79043	4.38384	74.78188	59.59256
2018-05-07 03:59:00	863033069630348255	0.00000	13.91131	10.69097	10.90835	9.39979	9.49210	15.79843	14.51767	63.89976	0.00033	38.93331	26.20578	72.96601	0.18503	1.78742	22.79503	53.73569	23.28446	78.59476	63.77624	74.73614
2018-05-07 04:00:00	8630330696303481180	0.00000	15.61995	12.09293	14.20802	11.15134	9.49656	15.42758	14.35194	50.91272	0.00131	49.41225	42.22116	11.59812	10.02240	64.91238	97.68963	55.68156	28.86029	76.36505	86.04613	71.85859
2018-05-07 04:01:00	8630330696303482048	0.00000	14.36786	10.02764	14.19715	11.90538	11.02022	12.99584	14.31878	56.82086	0.00017	47.61888	32.66130	38.96010	3.05347	82.57859	34.88500	70.02934	18.79950	80.90376	43.11455	79.69173
2018-05-07 04:02:00	359043379931766379	1.00000	11.73727	9.39950	13.90037	14.23743	16.13335	13.80251	12.81275	64.01444	0.00009	71.80882	34.47629	65.08288	67.03817	4.75593	37.05930	88.00596	28.75918	88.59758	56.97896	18.30050
2018-05-07 04:03:00	359043379931766411	1.00000	12.66084	16.09332	14.02467	12.44197	11.29157	13.80177	12.91463	58.12951	0.07140	39.09133	38.67755	13.37139	51.12877	96.77450	70.85514	39.65245	18.48116	6.11403	65.87936	90.77304
2018-05-07 04:04:00	863033069630348321	1.00000	12.49940	14.72639	14.92469	15.54747	15.67001	13.18237	10.99724	50.78819	0.01821	53.51384	52.77510	29.86250	46.92852	67.15960	31.98070	59.62592	86.68553	91.59639	24.74341	92.87504
2018-05-07 04:05:00	3590433799317661859	0.00000	7.46754	14.15274	14.69980	16.01534	14.23900	13.54369	19.67905	41.67116	0.01026	43.91874	22.76522	31.62850	10.65591	85.11679	53.62699	11.27111	25.80300	78.85335	66.82549	7.20728
2018-05-07 04:06:00	3590433799317662337	0.00000	13.06536	16.61372	14.38145	14.65562	9.50821	13.52094	11.00549	38.34217	0.12014	67.30556	82.53231	68.45140	82.06107	39.47518	27.27903	69.88824	74.27950	7.51981	55.90269	69.90069
2018-05-07 04:07:00	8630330696303481917	1.00000	11.50315	11.81441	14.08848	11.78303	15.56213	12.44222	12.47857	46.74796	0.00100	46.49544	63.13212	65.24228	33.26515	64.28107	76.04673	43.00830	51.15148	24.67863	48.14702	87.22554
