,mwra
26471,0.0
2929,1.0
5799,0.0
24959,0.0
11204,1.0
47489,1.0
6754,1.0
12902,1.0
3508,1.0
5358,1.0
10320,1.0
44126,1.0
9704,0.0
34590,1.0
7834,0.0
24764,0.0
13681,1.0
17050,0.0
18881,1.0
31582,0.0
25202,1.0
16168,1.0
11405,0.0
30813,1.0
25115,1.0
4061,1.0
19876,0.0
298,1.0
20602,0.0
6281,0.0
32258,1.0
17972,1.0
26480,0.0
46703,1.0
1338,1.0
30861,1.0
44465,0.0
4072,1.0
27184,1.0
35829,1.0
27191,1.0
22503,1.0
24432,0.0
11626,1.0
37628,1.0
34437,0.0
46105,1.0
4916,0.0
10546,1.0
39816,1.0
25011,1.0
27506,0.0
41490,0.0
11567,1.0
9016,1.0
380,0.0
7713,1.0
12188,1.0
37773,0.0
12954,1.0
32454,1.0
11355,0.0
26791,0.0
8186,1.0
37835,1.0
47134,1.0
43815,1.0
32689,1.0
43644,0.0
18476,0.0
9152,0.0
6071,0.0
47810,1.0
15842,1.0
19879,1.0
25311,1.0
46341,0.0
33131,0.0
9328,0.0
8355,1.0
17708,1.0
47332,1.0
34197,1.0
6343,1.0
1610,1.0
23601,0.0
22901,0.0
42726,0.0
23679,1.0
29392,1.0
9954,1.0
27671,0.0
40275,0.0
8978,0.0
42790,1.0
47305,1.0
44380,0.0
35515,1.0
16435,1.0
32640,1.0
27726,0.0
35202,0.0
29652,1.0
19962,0.0
22087,1.0
33527,0.0
21208,1.0
7218,1.0
13931,1.0
26241,1.0
7542,1.0
14223,1.0
30702,0.0
2697,1.0
9382,1.0
27553,0.0
48255,1.0
11198,0.0
6384,1.0
26546,1.0
23342,0.0
459,1.0
10560,1.0
7074,0.0
3082,0.0
29996,0.0
23739,0.0
23101,1.0
18480,1.0
39581,1.0
16452,1.0
42702,1.0
18321,1.0
13364,1.0
6327,0.0
33860,1.0
47875,0.0
43072,1.0
23584,0.0
1385,0.0
9547,1.0
5963,0.0
31637,0.0
41769,1.0
30283,1.0
39866,0.0
933,0.0
42643,1.0
12832,0.0
47618,0.0
8217,1.0
23240,1.0
37372,1.0
8324,0.0
3410,0.0
46311,0.0
25196,1.0
113,0.0
6777,1.0
32372,1.0
11784,0.0
33318,1.0
40524,0.0
45127,1.0
3511,1.0
3119,1.0
31124,0.0
21445,1.0
8237,1.0
11964,0.0
10697,0.0
2320,1.0
22186,0.0
3122,1.0
47410,1.0
32087,1.0
12434,1.0
44322,0.0
36644,1.0
23366,1.0
30372,0.0
10090,0.0
1830,1.0
43181,0.0
43163,1.0
4728,0.0
11856,1.0
44269,0.0
44117,0.0
36978,0.0
31595,0.0
13962,0.0
37397,0.0
29029,1.0
35469,0.0
44938,1.0
40914,1.0
25973,0.0
37890,0.0
104,0.0
32169,0.0
41507,0.0
14830,1.0
31137,0.0
4972,0.0
18307,1.0
23068,0.0
35405,1.0
18925,1.0
29182,1.0
1459,0.0
17534,1.0
5083,1.0
15315,0.0
48189,1.0
8575,0.0
37978,0.0
1494,1.0
45734,1.0
41242,1.0
14796,1.0
4929,0.0
34904,1.0
29194,0.0
33323,1.0
16595,0.0
5330,0.0
45989,1.0
28458,0.0
5427,1.0
27133,1.0
24270,1.0
31747,0.0
42353,1.0
996,1.0
26991,1.0
26596,0.0
6037,0.0
15252,0.0
4502,1.0
37839,1.0
17378,1.0
34308,1.0
21189,0.0
46254,1.0
24884,1.0
3362,1.0
45385,1.0
29280,1.0
18335,1.0
39114,0.0
44282,1.0
9418,1.0
24385,1.0
16686,0.0
42666,1.0
21431,1.0
12071,0.0
31535,0.0
19699,0.0
13630,1.0
9858,1.0
7387,1.0
33265,1.0
19130,1.0
45014,0.0
28938,0.0
38546,1.0
3701,1.0
44997,0.0
8215,1.0
21718,1.0
40259,0.0
18856,1.0
44403,1.0
15527,0.0
41468,0.0
10031,0.0
47554,1.0
6636,1.0
23722,1.0
35297,0.0
18410,1.0
45527,1.0
1103,0.0
22049,1.0
8555,1.0
16798,1.0
783,0.0
16343,1.0
44123,1.0
2521,1.0
33330,1.0
36257,0.0
43439,1.0
29302,1.0
9778,1.0
2932,1.0
7620,0.0
47586,0.0
14942,1.0
10432,0.0
6462,1.0
1255,1.0
23811,0.0
33088,1.0
13754,1.0
17781,0.0
30345,1.0
23260,1.0
38456,0.0
11684,0.0
29918,1.0
11045,1.0
24761,0.0
11598,0.0
30713,1.0
26518,0.0
34916,1.0
25292,1.0
41837,0.0
20160,1.0
23268,0.0
40977,1.0
39438,0.0
42251,1.0
8622,1.0
9512,0.0
36625,0.0
38474,1.0
40211,1.0
751,0.0
44689,1.0
32958,1.0
21428,1.0
15931,0.0
33683,0.0
15568,1.0
30571,0.0
14918,1.0
43692,1.0
11775,1.0
5575,1.0
33664,1.0
43116,1.0
7931,1.0
34006,1.0
35255,1.0
23058,0.0
12600,1.0
22270,0.0
13021,0.0
42224,0.0
21237,0.0
19841,0.0
13208,0.0
1660,0.0
8119,0.0
28577,0.0
3848,0.0
33657,1.0
8985,1.0
4266,0.0
27736,1.0
13834,0.0
16936,0.0
6127,1.0
7864,1.0
3687,1.0
17804,1.0
17893,1.0
10260,0.0
13492,1.0
3047,1.0
23936,1.0
18455,1.0
12607,1.0
28028,1.0
37518,0.0
5016,0.0
2371,1.0
28266,1.0
16221,0.0
18004,1.0
14117,0.0
47131,1.0
9708,1.0
10888,1.0
46284,0.0
12148,1.0
35449,0.0
8067,1.0
37050,0.0
47729,0.0
22716,1.0
14917,1.0
28381,0.0
25246,1.0
22670,0.0
21861,0.0
22739,0.0
45334,0.0
39354,1.0
42514,1.0
10359,0.0
44190,0.0
14879,0.0
44830,1.0
24784,0.0
20349,1.0
27988,0.0
841,1.0
33176,0.0
38770,1.0
4977,1.0
4565,1.0
34598,0.0
36645,1.0
26164,0.0
13144,0.0
21745,1.0
4406,1.0
10876,0.0
3456,1.0
25085,1.0
30978,1.0
22147,1.0
46246,1.0
28048,0.0
45636,0.0
11106,0.0
18082,0.0
15011,0.0
19193,1.0
37170,1.0
21104,1.0
37433,1.0
17681,1.0
22140,0.0
6679,1.0
47277,1.0
15308,1.0
26652,1.0
27834,1.0
41816,0.0
28592,1.0
18393,1.0
47735,0.0
46070,0.0
44466,0.0
25809,1.0
2471,1.0
19793,0.0
24947,1.0
43389,1.0
1455,1.0
43453,1.0
20088,1.0
24037,1.0
20404,1.0
17725,0.0
43093,0.0
20336,0.0
8387,1.0
31071,1.0
10080,1.0
8664,1.0
37612,0.0
8688,0.0
43076,1.0
4320,0.0
36296,0.0
39502,1.0
17028,0.0
39190,0.0
1201,1.0
32804,0.0
22704,0.0
2724,1.0
36933,1.0
2406,1.0
32817,1.0
782,0.0
26066,1.0
40289,0.0
8898,0.0
8038,0.0
21488,0.0
15163,0.0
16792,1.0
21937,0.0
40779,0.0
19220,1.0
22204,1.0
10882,0.0
37022,0.0
39814,1.0
12304,1.0
2492,1.0
37235,0.0
27046,1.0
25078,0.0
18176,0.0
7922,0.0
25042,1.0
9653,1.0
46465,0.0
39769,0.0
33080,0.0
26645,0.0
24093,0.0
19020,1.0
4287,1.0
11965,0.0
28788,1.0
4744,0.0
12016,1.0
18517,1.0
42492,0.0
12234,1.0
15638,1.0
45403,0.0
22332,0.0
31776,0.0
17439,0.0
31188,1.0
18659,0.0
23639,1.0
21270,1.0
40206,1.0
30729,1.0
28644,1.0
21764,0.0
18943,0.0
37749,1.0
31288,1.0
27870,0.0
6263,1.0
45632,1.0
38743,1.0
172,1.0
35305,1.0
11815,1.0
47995,0.0
7875,0.0
21994,1.0
39805,1.0
28329,0.0
23222,0.0
28031,1.0
4625,1.0
13340,1.0
26448,1.0
11222,0.0
44684,0.0
26792,0.0
8014,0.0
30511,1.0
37382,1.0
26822,1.0
44922,1.0
1615,1.0
32827,1.0
34253,1.0
37023,0.0
3397,1.0
6410,0.0
20483,1.0
42394,1.0
33485,0.0
3694,1.0
36394,1.0
33995,1.0
20657,1.0
9965,1.0
46049,1.0
8310,0.0
41018,0.0
10452,1.0
13415,1.0
23630,1.0
9839,1.0
15556,0.0
39693,1.0
11243,1.0
43451,1.0
35560,1.0
37990,0.0
37970,1.0
1215,1.0
5825,1.0
4418,1.0
35893,1.0
33358,1.0
32892,0.0
29744,0.0
12260,1.0
27087,1.0
24540,0.0
25089,0.0
5810,0.0
10943,0.0
14978,1.0
41920,1.0
34048,0.0
42912,1.0
16606,1.0
40334,1.0
29274,0.0
47957,1.0
37737,1.0
23338,0.0
21069,0.0
31745,0.0
17896,1.0
27316,1.0
41021,1.0
10919,0.0
40306,1.0
36811,0.0
5124,1.0
47435,1.0
32679,0.0
6607,1.0
133,1.0
34059,1.0
9559,0.0
41808,0.0
41327,1.0
10062,0.0
14553,0.0
27743,1.0
34894,1.0
24228,1.0
34745,0.0
5259,1.0
12119,0.0
34279,0.0
19155,0.0
379,0.0
23771,1.0
5252,0.0
13401,0.0
1937,0.0
32914,1.0
33908,0.0
5282,0.0
28956,0.0
1676,0.0
41332,0.0
38789,1.0
31374,0.0
30139,0.0
22529,0.0
2626,0.0
9550,0.0
36079,1.0
10043,1.0
28749,1.0
32677,0.0
17912,1.0
6395,1.0
20438,1.0
35808,1.0
20524,0.0
43284,0.0
2405,0.0
35861,0.0
8211,1.0
29141,1.0
9049,1.0
48104,0.0
15559,1.0
10353,1.0
32058,0.0
18427,0.0
42458,1.0
29614,1.0
10152,1.0
18532,1.0
14958,0.0
20540,1.0
2540,1.0
46912,1.0
31025,0.0
6525,1.0
40213,1.0
45012,1.0
39511,0.0
1568,1.0
44293,0.0
41599,1.0
41111,1.0
28787,1.0
28354,1.0
20075,1.0
20989,1.0
11644,1.0
27085,1.0
36406,0.0
11191,1.0
15322,0.0
25429,1.0
1672,0.0
14600,1.0
35766,1.0
25598,0.0
7825,0.0
38404,1.0
20018,0.0
40087,1.0
32665,1.0
2536,1.0
3588,1.0
15718,0.0
18188,1.0
14452,1.0
549,1.0
38645,0.0
18198,1.0
22234,0.0
41503,1.0
34267,1.0
12871,0.0
13015,1.0
25178,1.0
4004,1.0
26951,0.0
40781,1.0
23493,1.0
35800,1.0
19688,1.0
20949,1.0
24895,0.0
39829,1.0
35564,0.0
18446,1.0
31571,0.0
33984,1.0
345,1.0
26047,1.0
34336,1.0
16334,0.0
14612,0.0
42141,1.0
20376,1.0
45357,0.0
12383,1.0
36095,1.0
10312,1.0
9334,1.0
39370,0.0
24062,0.0
34784,1.0
14442,0.0
6147,0.0
40282,0.0
37286,1.0
18698,1.0
34668,1.0
13014,1.0
3746,0.0
25999,0.0
19847,1.0
32810,0.0
42892,0.0
26239,1.0
29704,1.0
1755,1.0
26494,1.0
2501,1.0
6291,0.0
31591,1.0
40324,0.0
46832,1.0
42516,1.0
27036,1.0
30260,0.0
10861,1.0
12705,0.0
31070,1.0
43430,1.0
21385,1.0
18674,1.0
11060,1.0
29341,1.0
39086,1.0
36660,1.0
22610,1.0
25327,1.0
23137,0.0
23162,1.0
388,0.0
45054,1.0
22011,0.0
37230,0.0
44868,0.0
32120,1.0
14156,0.0
137,0.0
19783,1.0
26402,1.0
43838,1.0
14699,1.0
4143,0.0
10581,0.0
6958,1.0
7293,1.0
8987,1.0
48178,0.0
43057,1.0
43555,0.0
25867,0.0
31677,1.0
26012,1.0
29216,1.0
37733,1.0
36102,1.0
28103,0.0
46,0.0
23969,0.0
38312,1.0
36676,1.0
24026,0.0
46156,1.0
603,0.0
5393,0.0
19048,1.0
47322,1.0
16230,1.0
29584,0.0
17994,1.0
222,0.0
44773,1.0
22856,1.0
4989,1.0
24109,0.0
40477,0.0
25887,0.0
397,1.0
15345,1.0
20214,1.0
42227,0.0
10622,1.0
30393,0.0
2639,0.0
19908,0.0
24006,1.0
42967,0.0
24191,0.0
8282,1.0
18965,1.0
46861,1.0
41014,1.0
29235,1.0
18126,1.0
45206,1.0
11788,1.0
39150,1.0
2456,1.0
26550,0.0
41702,0.0
4812,1.0
35347,0.0
28098,0.0
14428,1.0
30969,1.0
45262,1.0
39618,1.0
32451,1.0
35087,0.0
35015,1.0
33219,0.0
14438,0.0
29073,1.0
37274,1.0
15156,1.0
23689,1.0
19412,0.0
13514,0.0
7165,1.0
17989,1.0
9893,1.0
6770,0.0
28869,0.0
46086,0.0
31033,1.0
40291,0.0
29242,0.0
5155,0.0
42966,0.0
17433,1.0
29658,1.0
6562,1.0
26227,1.0
44181,0.0
21843,1.0
1152,0.0
1192,1.0
14412,1.0
48057,1.0
22878,1.0
30558,0.0
17982,0.0
11696,1.0
16200,1.0
38973,1.0
36105,1.0
45883,1.0
12989,1.0
37881,0.0
37591,1.0
43648,0.0
42182,1.0
43074,1.0
46397,0.0
37150,0.0
272,1.0
813,1.0
7628,0.0
44120,0.0
4084,0.0
28198,0.0
18160,1.0
24694,1.0
20795,0.0
46819,1.0
16851,0.0
27697,0.0
37495,1.0
19741,1.0
5550,1.0
3341,0.0
29601,0.0
35147,1.0
8903,0.0
27342,0.0
39097,0.0
26877,1.0
30117,1.0
15637,1.0
10670,1.0
41498,1.0
41093,0.0
3690,1.0
35073,1.0
22105,1.0
37429,1.0
10032,0.0
1686,0.0
41646,0.0
9220,0.0
30125,0.0
539,0.0
18714,1.0
46622,1.0
2685,1.0
15929,0.0
43852,1.0
32111,1.0
1006,1.0
19452,0.0
4534,0.0
15241,0.0
43554,1.0
28171,1.0
35215,0.0
11791,1.0
5527,1.0
46072,0.0
22613,1.0
5464,1.0
31014,1.0
7996,1.0
26506,0.0
5332,0.0
34082,1.0
8809,1.0
31240,0.0
18444,0.0
48395,0.0
15822,0.0
45099,1.0
9124,1.0
46571,1.0
18251,0.0
47383,1.0
15974,1.0
14113,1.0
37715,0.0
42447,1.0
42084,0.0
25239,1.0
9499,0.0
39765,0.0
2707,0.0
27682,1.0
46138,1.0
30360,1.0
29088,1.0
42851,0.0
24121,0.0
19590,0.0
1921,0.0
30592,1.0
16262,0.0
13330,1.0
45317,0.0
14490,0.0
43929,0.0
3964,0.0
2855,0.0
12398,1.0
15205,0.0
31489,1.0
15220,0.0
14798,1.0
35516,1.0
47578,0.0
38128,0.0
31618,1.0
37255,1.0
44785,0.0
46227,1.0
46337,1.0
14943,0.0
37357,1.0
19240,0.0
2764,0.0
43987,1.0
27995,1.0
7574,0.0
40670,1.0
47201,0.0
48176,0.0
12885,1.0
45565,1.0
7993,1.0
46114,1.0
31619,1.0
19434,1.0
43839,1.0
17120,0.0
38459,1.0
46283,0.0
29733,0.0
39608,0.0
44822,1.0
36171,1.0
10186,1.0
46797,1.0
34238,0.0
38921,1.0
40856,1.0
6504,1.0
22632,0.0
36452,0.0
44873,0.0
4220,0.0
1482,0.0
41042,0.0
22358,1.0
20231,1.0
21611,0.0
11922,0.0
35721,0.0
42818,1.0
7510,0.0
46508,1.0
40547,0.0
41022,1.0
45462,0.0
37068,1.0
32337,0.0
3014,1.0
8634,0.0
26680,0.0
21393,1.0
42682,1.0
30964,1.0
1280,0.0
25240,1.0
41182,1.0
16807,1.0
41712,0.0
2292,0.0
36706,1.0
15265,0.0
43997,1.0
13070,1.0
22272,1.0
31015,1.0
42491,0.0
41453,0.0
6045,0.0
17668,0.0
12079,0.0
32985,1.0
23892,1.0
34442,0.0
26818,0.0
33873,1.0
22445,0.0
9363,0.0
34557,1.0
25736,1.0
11469,0.0
34870,1.0
26817,0.0
1838,0.0
2341,1.0
15865,1.0
8184,1.0
9350,0.0
8873,1.0
20865,1.0
19833,1.0
30934,1.0
45567,1.0
3427,0.0
21541,0.0
7395,0.0
30400,1.0
26242,1.0
39510,0.0
28791,0.0
41110,1.0
33020,1.0
12093,0.0
45517,1.0
13940,0.0
43195,0.0
48227,1.0
37303,1.0
45713,1.0
37447,1.0
11430,0.0
4498,1.0
46336,1.0
6494,0.0
19670,0.0
29708,0.0
41623,1.0
23249,1.0
43020,1.0
14349,1.0
4774,1.0
30701,0.0
3874,0.0
40426,1.0
34344,1.0
8509,0.0
32424,0.0
41127,0.0
7570,0.0
41650,1.0
34530,1.0
10455,1.0
7889,0.0
41193,1.0
6419,0.0
34946,0.0
30095,1.0
40090,1.0
8422,1.0
29249,1.0
27852,1.0
5337,1.0
23367,1.0
1805,1.0
43939,1.0
6249,1.0
8591,0.0
43066,1.0
11234,1.0
35213,1.0
23006,1.0
21595,1.0
12519,1.0
44049,1.0
15877,1.0
24015,1.0
44549,1.0
2127,1.0
8051,0.0
2572,1.0
7934,1.0
18244,1.0
40302,0.0
8151,0.0
14844,1.0
26046,1.0
20295,1.0
7178,1.0
4184,1.0
24184,0.0
10721,1.0
28494,1.0
39956,1.0
22221,1.0
47147,1.0
21935,0.0
25453,1.0
38117,1.0
9252,0.0
45663,1.0
35443,1.0
11935,1.0
30872,1.0
22517,1.0
355,0.0
14106,0.0
43755,0.0
19443,1.0
40033,1.0
27633,0.0
25355,1.0
7011,0.0
40309,1.0
43412,0.0
47591,1.0
47983,1.0
35799,1.0
10356,0.0
37596,0.0
8979,0.0
18853,1.0
30101,1.0
17442,1.0
10836,0.0
38273,0.0
32688,1.0
34288,1.0
28025,1.0
7898,0.0
42949,0.0
21497,1.0
6126,1.0
8459,1.0
47250,0.0
40995,0.0
46265,1.0
14445,0.0
23503,1.0
21245,1.0
12013,1.0
41269,0.0
28043,1.0
33394,0.0
32324,0.0
30155,0.0
31829,1.0
6909,0.0
17265,1.0
30542,0.0
47558,1.0
39592,1.0
9154,0.0
7979,1.0
10925,1.0
30626,1.0
19568,1.0
35838,1.0
7171,1.0
575,1.0
7348,0.0
38156,1.0
36868,1.0
15895,1.0
6906,0.0
35177,1.0
9707,0.0
10088,0.0
18003,1.0
34551,1.0
4209,1.0
37670,1.0
20814,0.0
42233,0.0
25990,0.0
41866,1.0
12709,1.0
39009,0.0
23885,0.0
35242,0.0
33051,1.0
44286,0.0
31264,1.0
45650,1.0
29228,0.0
33807,1.0
41493,1.0
9295,0.0
20643,0.0
30468,1.0
38576,1.0
6867,1.0
32085,1.0
9193,1.0
20920,1.0
3787,0.0
4688,1.0
29044,0.0
3966,0.0
26608,1.0
47233,1.0
13445,0.0
9153,0.0
18644,0.0
33603,1.0
28086,1.0
15710,1.0
22779,0.0
47495,1.0
43015,1.0
41884,1.0
41287,0.0
22016,1.0
31493,1.0
36434,1.0
17512,1.0
14324,1.0
27647,0.0
34221,0.0
18306,1.0
45937,1.0
45320,1.0
27095,0.0
32200,1.0
14483,1.0
11339,0.0
32077,1.0
20253,1.0
43935,0.0
14020,1.0
12430,0.0
25836,0.0
46442,0.0
24100,0.0
29779,0.0
43374,1.0
29985,0.0
8462,0.0
7924,0.0
25201,1.0
46082,1.0
30975,1.0
26565,0.0
7872,0.0
47230,0.0
3989,0.0
10887,1.0
30451,1.0
24438,0.0
13772,1.0
46595,1.0
5416,0.0
23794,0.0
14422,1.0
7495,1.0
7022,1.0
12221,0.0
7103,0.0
20966,0.0
3496,0.0
15406,1.0
14882,0.0
23381,1.0
36910,1.0
30446,1.0
37936,0.0
26198,1.0
23593,0.0
30577,1.0
5514,1.0
38380,1.0
1873,1.0
3637,1.0
20759,0.0
32684,0.0
36198,0.0
5317,1.0
44933,0.0
27300,1.0
24955,1.0
4716,1.0
22129,1.0
5472,1.0
14615,0.0
36417,1.0
40292,1.0
46581,1.0
34199,1.0
10174,1.0
23264,0.0
43707,1.0
41270,0.0
270,0.0
32396,1.0
25134,0.0
29261,1.0
41562,0.0
22636,1.0
36217,1.0
30163,1.0
47464,0.0
20731,1.0
13402,0.0
1923,0.0
11510,1.0
10642,1.0
32903,1.0
30630,0.0
4109,1.0
14723,0.0
45210,0.0
8213,1.0
23096,1.0
23579,1.0
34151,1.0
28564,1.0
27591,0.0
6436,0.0
32529,1.0
4121,1.0
14647,1.0
7075,0.0
2033,0.0
685,0.0
43102,1.0
27922,0.0
4002,0.0
35220,0.0
12361,0.0
30991,1.0
19681,0.0
6248,1.0
44367,0.0
7850,1.0
18759,0.0
40103,1.0
3517,0.0
43787,1.0
26377,1.0
31998,0.0
2361,1.0
3478,0.0
17720,1.0
19119,0.0
2201,1.0
19034,1.0
24433,0.0
10314,0.0
12346,1.0
19232,0.0
18039,1.0
269,0.0
48000,0.0
22248,0.0
34090,0.0
177,1.0
22833,1.0
30827,0.0
24560,1.0
25480,1.0
30994,0.0
34150,1.0
30904,1.0
23186,0.0
19600,0.0
4842,0.0
26856,0.0
46971,0.0
14072,1.0
5135,1.0
7768,1.0
22979,1.0
33590,0.0
43737,1.0
25276,1.0
10061,0.0
20024,1.0
23062,1.0
30064,1.0
15336,1.0
39744,1.0
622,1.0
35987,0.0
39211,0.0
47566,0.0
8878,1.0
2287,1.0
26893,1.0
18470,1.0
9703,0.0
28107,0.0
31990,0.0
23845,0.0
23479,1.0
46454,1.0
223,0.0
2208,1.0
35032,1.0
10425,1.0
18523,0.0
12374,1.0
44198,1.0
44156,1.0
14789,1.0
10990,1.0
42377,0.0
38803,1.0
21680,1.0
15319,0.0
6992,0.0
18772,0.0
5556,0.0
22341,0.0
26878,1.0
19577,0.0
2190,1.0
20072,1.0
29292,0.0
27224,0.0
44841,1.0
8928,0.0
33052,1.0
20938,0.0
34975,0.0
44259,0.0
18788,1.0
5716,1.0
6578,0.0
9383,1.0
32962,0.0
47848,0.0
48259,0.0
44153,1.0
40186,0.0
17678,0.0
12898,0.0
30762,0.0
29833,0.0
47412,1.0
878,0.0
35578,1.0
7767,1.0
22667,0.0
44196,1.0
17114,0.0
23986,0.0
35563,0.0
10231,1.0
34347,0.0
359,0.0
8136,1.0
42598,1.0
3132,0.0
37746,1.0
38944,1.0
15947,1.0
47638,0.0
31150,0.0
29431,1.0
46519,0.0
33774,0.0
47571,0.0
37788,0.0
14652,1.0
25811,0.0
45321,1.0
18776,1.0
1328,1.0
41521,1.0
10771,1.0
34796,1.0
38915,0.0
43344,1.0
6951,1.0
34548,1.0
26007,0.0
2796,0.0
28846,0.0
18766,1.0
7196,0.0
11681,0.0
5706,1.0
20430,0.0
30660,0.0
1356,1.0
40858,1.0
38922,1.0
42063,0.0
411,1.0
45155,0.0
39474,1.0
45117,0.0
286,1.0
30530,0.0
4161,1.0
21954,0.0
43305,0.0
40444,1.0
39707,0.0
22786,0.0
20667,1.0
30168,1.0
26366,1.0
28843,1.0
4258,1.0
40579,0.0
20034,0.0
36001,0.0
34137,0.0
18560,0.0
5844,0.0
6300,0.0
8096,1.0
41367,1.0
35346,1.0
24986,0.0
12509,1.0
43499,1.0
10084,0.0
18438,1.0
34760,0.0
17556,1.0
1261,1.0
22274,1.0
22823,0.0
213,0.0
25261,0.0
32045,1.0
6341,1.0
5414,0.0
15097,0.0
24878,1.0
25543,0.0
1117,0.0
41457,0.0
30567,1.0
26334,0.0
28170,1.0
10569,1.0
4525,0.0
16552,0.0
45118,1.0
2584,1.0
2425,0.0
30650,0.0
23702,1.0
28613,0.0
33127,0.0
20124,1.0
44543,1.0
5634,1.0
22265,1.0
27473,0.0
24060,1.0
5132,1.0
38570,1.0
31927,0.0
41466,0.0
15622,1.0
34394,1.0
6422,1.0
44969,0.0
27980,1.0
44189,0.0
16699,1.0
44514,1.0
2918,1.0
15268,1.0
5554,1.0
13159,1.0
2533,0.0
16401,0.0
6460,1.0
26812,1.0
44432,0.0
30246,1.0
4590,0.0
10879,1.0
10468,1.0
38332,1.0
13405,1.0
11816,1.0
12799,1.0
16681,0.0
16634,1.0
43652,0.0
8518,1.0
3103,1.0
22456,0.0
12256,1.0
31090,0.0
900,1.0
30893,1.0
33859,1.0
15547,1.0
16394,1.0
46868,0.0
21720,1.0
6292,0.0
29576,0.0
36437,0.0
7885,0.0
1650,1.0
29035,0.0
140,1.0
28612,0.0
27438,1.0
22782,0.0
28121,1.0
29067,0.0
18340,0.0
44130,0.0
16548,1.0
26109,0.0
28594,0.0
25399,0.0
38584,0.0
5588,1.0
13554,0.0
7047,1.0
46124,1.0
23848,1.0
29031,1.0
13388,1.0
42441,1.0
39210,1.0
23452,0.0
15672,0.0
16505,0.0
4577,1.0
16906,1.0
3459,0.0
16837,1.0
18760,1.0
25031,1.0
14280,1.0
11318,1.0
14927,1.0
16104,1.0
20679,0.0
23125,0.0
10517,0.0
39543,0.0
41192,1.0
17307,1.0
24344,1.0
2937,1.0
14120,1.0
3559,0.0
3528,1.0
18541,0.0
33463,0.0
10982,1.0
44713,1.0
38954,0.0
31991,1.0
43232,1.0
44273,1.0
39822,1.0
18763,1.0
19832,1.0
28125,0.0
17501,1.0
39108,0.0
31383,1.0
47854,0.0
4749,1.0
11857,1.0
2878,1.0
34003,1.0
4847,0.0
3469,1.0
20433,0.0
17590,1.0
3706,1.0
36532,1.0
26537,0.0
16598,0.0
30664,0.0
13836,1.0
18507,1.0
41660,0.0
1450,1.0
33337,0.0
17742,1.0
2242,0.0
27653,1.0
43988,1.0
34845,1.0
4628,1.0
4343,0.0
23844,0.0
15137,1.0
37092,0.0
40133,1.0
5807,1.0
7137,1.0
10290,0.0
23480,1.0
43857,0.0
13693,0.0
27352,1.0
513,0.0
31466,1.0
22377,1.0
32421,1.0
42455,1.0
15713,0.0
23692,0.0
18568,0.0
24523,0.0
21039,0.0
43042,1.0
37503,0.0
47152,1.0
28259,0.0
35149,1.0
12503,1.0
12535,1.0
44876,1.0
12596,1.0
40497,0.0
20757,1.0
25252,0.0
4282,0.0
44897,0.0
3984,0.0
7185,1.0
30756,1.0
43264,1.0
45871,1.0
20348,1.0
14807,1.0
401,0.0
33830,1.0
41078,1.0
13638,1.0
12480,1.0
35884,0.0
14149,1.0
28345,1.0
31461,0.0
9498,1.0
24120,0.0
26794,0.0
29797,1.0
19069,1.0
22761,1.0
47890,1.0
39879,1.0
41941,1.0
41829,0.0
44382,0.0
7871,1.0
18005,1.0
30006,1.0
19188,1.0
8025,1.0
27991,1.0
3144,1.0
43505,0.0
47423,0.0
43948,0.0
18884,1.0
2130,0.0
6983,1.0
47302,1.0
32395,1.0
8771,1.0
17339,1.0
25438,1.0
32770,0.0
45293,0.0
21048,0.0
37720,0.0
43386,0.0
25729,0.0
39207,1.0
12494,1.0
19398,1.0
29276,0.0
43547,0.0
31281,1.0
42402,1.0
31310,0.0
33962,0.0
14983,1.0
8175,0.0
35653,1.0
5047,1.0
43062,1.0
47935,1.0
1604,0.0
15676,1.0
12156,1.0
19305,1.0
1475,1.0
1145,1.0
15894,1.0
25777,1.0
10906,0.0
1235,1.0
43036,1.0
4907,1.0
9660,1.0
4545,0.0
5006,1.0
6694,1.0
18725,1.0
42843,0.0
18202,1.0
34488,1.0
38566,1.0
43550,1.0
35874,0.0
4848,0.0
27943,0.0
28117,1.0
18851,1.0
44375,0.0
3268,0.0
35327,1.0
2873,0.0
40961,1.0
10884,0.0
44960,0.0
43371,0.0
35332,1.0
3135,0.0
16056,1.0
40255,0.0
47418,0.0
19196,1.0
12152,0.0
63,0.0
28347,1.0
2604,1.0
32685,0.0
48185,1.0
20630,1.0
13837,1.0
23208,1.0
20697,0.0
40848,0.0
20268,1.0
5138,1.0
3012,1.0
7575,0.0
18134,1.0
37769,0.0
36061,0.0
41029,1.0
7107,0.0
19735,1.0
39431,1.0
37139,1.0
9302,1.0
38419,1.0
38250,1.0
31868,0.0
9333,1.0
21802,1.0
34664,0.0
44850,1.0
1569,1.0
1715,1.0
32803,0.0
13096,1.0
30074,0.0
40327,0.0
572,1.0
41706,1.0
37589,1.0
795,1.0
36571,1.0
5673,1.0
44840,1.0
13302,0.0
46984,1.0
3417,1.0
36317,1.0
23314,1.0
26452,0.0
16486,1.0
17355,1.0
27436,1.0
38105,0.0
12545,1.0
7051,1.0
4953,0.0
43012,1.0
34599,0.0
47368,0.0
4612,1.0
46472,1.0
21640,1.0
47648,0.0
27183,1.0
37362,1.0
27267,1.0
